"board","title","url","date","rowType","actor","content"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:33","article","BlueBird5566","標題：2646 星宇航空 114年EPS 、股利\n\n來源：公開資訊觀測站\n(公司名、網站名)\n\n網址：https://mopsov.twse.com.tw/mops/web/t146sb10\n(請善用縮網址工具)\n\n內文：\n\n\n說明\n1.提報董事會或經董事會決議日期:115/03/10\n2.審計委員會通過日期:115/03/10\n3.財務報告或年度自結財務資訊報導期間\n起訖日期(XXX/XX/XX~XXX/XX/XX):114/01/01~114/12/31\n4.1月1日累計至本期止營業收入(仟元):44,053,262\n5.1月1日累計至本期止營業毛利(毛損) (仟元):6,707,051\n6.1月1日累計至本期止營業利益(損失) (仟元):1,637,261\n7.1月1日累計至本期止稅前淨利(淨損) (仟元):43,471\n8.1月1日累計至本期止本期淨利(淨損) (仟元):272,608\n9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):272,608\n10.1月1日累計至本期止基本每股盈餘(損失) (元):0.09\n11.期末總資產(仟元):137,297,560\n12.期末總負債(仟元):105,901,272\n13.期末歸屬於母公司業主之權益(仟元):31,396,288\n14.其他應敘明事項:上列財務報告詳細資訊將於主管機關規定期限內完成上傳作業，\n屆時相關之財務報告資訊請至公開資訊觀測站查詢。\n\n\n\n說明\n1. 董事會決議日期：115/03/10\n2. 股利所屬年(季)度：114年 年度\n3. 股利所屬期間：114/01/01 至 114/12/31\n4. 股東配發內容：\n　(1)盈餘分配之現金股利(元/股)：0\n　(2)法定盈餘公積發放之現金(元/股)：0\n　(3)資本公積發放之現金(元/股)：0\n　(4)股東配發之現金(股利)總金額(元)：0\n　(5)盈餘轉增資配股(元/股)：0\n　(6)法定盈餘公積轉增資配股(元/股)：0\n　(7)資本公積轉增資配股(元/股)：0\n　(8)股東配股總股數(股)：0\n5. 其他應敘明事項：\n無。\n6. 普通股每股面額欄位：新台幣10.0000元\n\n\n\n\n\n你在哭什麼哭 沒除息\n空姐還有一個月，該滿足了\n大不了空姐跟股東一起罷工"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:34","comment","gannbare","玩丸完"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:34","comment","Muilie","重落地"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:35","comment","pkro12345","慘"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:36","comment","NEX4036","各位觀眾 八個零！"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:37","comment","icedog122","年終都只有一個月  不要太期待了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:37","comment","CTjoey","錢都在90那了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:39","comment","bensoncms","各位觀眾"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:39","comment","bradpete","問就是共體時艱"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:39","comment","sunday0913","wwwwwww"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:39","comment","sing60905","留給K粉買"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:40","comment","sheep125","錢都拿去給蔡依林拍MV了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:41","comment","Heyer","0.09還有一個月 員工還不知足啊"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:42","comment","lsgsl","jolin拍那MV的成本應該要千萬+吧QQ"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:42","comment","icedog122","我就站在布拉格的廣場..."
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:42","comment","ssarc","我被八0了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:42","comment","abcqq2323","香蕉最愛"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:43","comment","FrankCastle","還能拍mv請啦啦隊 讚啦"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:43","comment","Jaspercool","員工還有一個月欸"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:44","comment","ohya111326","千萬能發幾個月年終?"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:44","comment","wade6510","不是有藝人說買了一堆?"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:44","comment","Jaspercool","去年不是一堆人都跑出國嗎"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:44","comment","four760","股東跟員工有看到MV 可以滿足了吧？"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:44","comment","asas123sdsa","0？"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:45","comment","dbdudsorj","開個大家都在飛的釜山還要找台妹小南宣傳 厲害吧"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:45","comment","Brioni","這個油價繼續下去連一個月都沒了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:45","comment","Raimu","在許願池投下了希望"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:46","comment","turndown4wat","0"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:47","comment","icedog122","0股利太美我不敢看..."
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:49","comment","dasuperray","EPS0.09，我看隨便一架飛機待修就負了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:50","comment","romanmin","奇怪，他票價貴的要死，結果這獲利是怎樣"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:50","comment","Waitaha","還想領年終喔"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:50","comment","FirePopcorn","召喚香蕉"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:51","comment","cool189","我去大阪有貢獻一些些些收入"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:51","comment","romanmin","難怪上次飛NGO，要個牌，空姐臉臭的要死XD"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:52","comment","vvnews","香蕉啊 我快笑死 不說我還以為股神"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:53","comment","BUKU","這股價比華航高.."
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:54","comment","leon1757tw","EPS都在MV裡了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:55","comment","sheep125","星宇0.09不發，群創0.03發一元"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:56","comment","asjh612","笑死 沒賺錢員工還在那裏吵 真的是夠了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:56","comment","sosoana","槓桿有賺就跑還要人教爛到不行耶 笑死"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:56","comment","alfi2016","0"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:59","comment","lifeterry","這家真的賣信仰的，已經是人生勝利組了，還這麼受市場青睞"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:59","comment","BUKU","飛機產業沒有一條龍支援就不能賺"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 20:59","comment","sabishikuma","那畫面太美我不敢看"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:00","comment","BUKU","台虎長榮這麼賺都有自己一條龍後勤"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:01","comment","lifeterry","我也很欣賞，但投資一碼歸一碼，這個就尚無投資價值壓，飛機，航線都在那邊，多久可以賺回來，都算得出來壓"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:01","comment","sheep125","阿人家就喜歡吃美美的餐點，喝美美的飲料"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:01","comment","chinaeatshit","笑死  不愧是慣二代  錢都拿去買自己喜歡的飛機"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:02","comment","sheep125","跟抽卡包一樣，我就是要集好集滿發薪水了嗎？先全部拿去抽卡包！"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:06","comment","Harlequin727","00000000 笑暈"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:06","comment","ru04hj4","最貴還是長榮吧"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:09","comment","odiechiang","早就料到"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:13","comment","amiahhh","...XD"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:14","comment","PeterHenson","他航線還是不多吧"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:15","comment","lanx105","快1字頭囉"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:15","comment","Healine","笑死 跟員工一起共體時艱"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:15","comment","NKUHT","這本益比幾倍"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:15","comment","Carloslin","還在發展期間的公司是要發什麼股利"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:17","comment","angelo98","995"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:17","comment","ohrring","丸富二代努力的下場"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:18","comment","swat11239","香蕉表示："
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:19","comment","HCLP","我站在　不拉了的慌張～～～"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:20","comment","alphanet","我今天才看到釜山是找南跟大哥廣告耶XDDDDD"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:25","comment","sukipolymer","慘… 好慘 好險去年年初全賣了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:26","comment","THEARK","000000000000000000000000000000000000000000000000"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:29","comment","gk1329","共體時堅一下 未來賺錢k董很大方的年終4個月發下去變賠錢 對股東不好交代航空業連巴菲特都不投 佛心企業"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:37","comment","tomy886","還好我28張賣掉了 垃圾"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:38","comment","una2136","慘"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:38","comment","chongwen","星宇的機票那麼貴，還賺那麼少~~專營貨運跟後勤維修，可能賺的更多工作就是要賺錢的，共體時堅是慣老闆的標準"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:44","comment","qoojo2002","0"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:49","comment","homerunball","票賣這麼貴..到底"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:52","comment","ichiro0805","萬人響應沒人買票"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:56","comment","Lexus","可撥學人精航空學到沒賺錢"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 21:58","comment","s58565254","就沒賺錢是要發三小發一毛膩"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:02","comment","seastar1982","當股東是乞丐.."
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:06","comment","buzu","被0包圍的布拉格"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:11","comment","ben811018","第四季虧0.06？"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:21","comment","TISH12311","A35K 太貴惹"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:21","comment","masala","熱門航線搶不贏，勝負就是已經確定了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:22","comment","chongwen","專營日本線就好，其他都收掉，就會賺爆了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:23","comment","Kobe5210","錢在布拉格的廣場"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:42","comment","ice0101001","結果工會還在那邊弄投資的勞工"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 22:46","comment","sinsia","釜山gogo"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 23:01","comment","henrywinwin","不然樓下賣鍋貼的如"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 23:08","comment","rick6304","不怕二代不努力"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 23:20","comment","Noren","什麼都0還發一個月年終，老闆超佛"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 23:35","comment","alan1375","都投進布拉格許願池 變成希望了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 23:46","comment","qqq12380","幸運的精子 靠媒體造神"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/10 23:58","comment","kadolong","還能拍mv 股東 員工 吃屎"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 00:03","comment","anajal","錢都拿去做公關了啦   員工不爽可以不要做阿反正買網軍比養員工還重要很多 員工可割可棄"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 00:05","comment","mark60917","各位觀衆九個零就是九令"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 00:21","comment","OhHIyoPaNg","再吵下次就送各位菜10"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 00:53","comment","savage12","股票版社群開放，限時500人員，人滿關群，速加！https://line.me/ti/g2/KYNsv3lI3VuRY3_Znk0dYlmcs e2WwCicQC8QTQ?utm_source=invita tion&utm_medium=link_copy&utm_campaign=default"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 01:06","comment","fanny0825","笑死人！票價那麼貴"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 02:31","comment","j0987","油價停漲 沒轉機"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 07:43","comment","wadeguys","香蕉概念股"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 07:56","comment","PTTAN1","K董粉繼續瞎挺"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 08:17","comment","clovergirl","語畢"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 08:43","comment","Maverick0302","我買一張就是等股東折扣碼，有些航點其實也不貴"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 09:14","comment","pansquarl","丸子，所以去年年終才這麼慘嗎，不是應該業績不錯，還是加上又採購了而造成獲益降低"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 09:23","comment","ltmps","永遠的0"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 10:43","comment","icecubes","金玉其外"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/11 12:21","comment","lluunnaa","買23以上的辛苦了"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/14 01:45","comment","free770327","破底再來買"
"Stock","[情報] 2646 星宇航空 114年EPS 、股利","https://www.ptt.cc/bbs/Stock/M.1773146027.A.95A.html","2026/03/14 11:12","comment","kobesniper","0.09就可以買這麼多台A350-1000!"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 15:59","article","iammatrix","※ 引述《ricky525 (月滿江瀾)》之銘言：\n: 虎航能這麼賺還有個原因是\n: 幾乎是快要比照CI的價格與條件\n: 使用CI各子公司的業務\n: JX沒有這種資源 能做航空業務的供應商\n: 就那幾間 價格就那樣你沒的選\n: JX又要有自己的獨特風格\n: 很多業務需求都要 指定樣式貨源與品牌使用\n: 那成本就又更高一大截了\n\n網路上看到的，虎航真的算是一種更好的獲利模式\n\n集團資源共享，品牌獨立\n\n虎航在許多後勤資源上依賴華航集團。\n\n例如，您在機場看到的飛機維修、地面作業（Ground Handling），\n\n很多是由華航集團旗下的子公司（如台灣飛機維修公司、桃園航勤）\n負責。這確保了虎航雖然票價便宜，但飛安標準與維修品質是比照華航集團的高規格。\n\n-----------------------------------------\n這樣虎航節省了很多的人事、行政、設備的折舊成本，\n因為集團子公司就是用類似同集團共享租用的方式，來攤提這些費用，\n就像地勤，不用像華航要先去投資軟硬體、去建立SOP規模人事行政制度。\n\n母集團提供的服務也能保持在成本之內，\n能有效的去運用整體多餘的資源。\n\n那這種好康的當然不可能隨便給外人，就算有也是原價、高價提供。\n是要賺你錢的，你的航空不是親兒子是佔不到便宜的。\n\n那K董初創星宇，這些都要自己搞，不被人掐住喉嚨，\n投資下去都是要長期攤提的，等於前面都不賺錢，\n賠錢都要算進財報，EPS自然難看。\n\n就像今天台積電如果有一家子公司，可以成本價去運用集團的軟硬體資源、\n甚至提供人才轉職，去運營一些項目，不用去搞硬體攤提，不用去管甚麼維修的，\n只要專注開發客戶，那不賺錢就奇怪了。\n\n星宇現在就像是甚麼都要自己來，飛機一次買個十幾架，上百億的花，\n這先期的成本都是長期5~10年才會緩過來的。\n\n除非真的不缺錢，不然能去K董他公司上班的，\n要有陪老闆辛苦奮鬥多年，看其他人領半年、一年年終的心理準備。\n\n至於老闆之後賺錢會不會分你多一點，\n\n這就....不說了。  台灣咩.\n\n剛看到消息，桃機出國人數創新高，我要是長榮航跟華航、虎航員工，\n心裡可開心了，越忙領得越多，又可以換車了。\n\n至於星宇的，同樣忙的要死領一個月，真的是會幹在心裡口難開。\n尤其這產業的員工真的相對會比較這些東西。"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 16:01","comment","ssarc","虎航那個就華航集團垂直整合"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 16:07","comment","kilo7","華航飛安？"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 16:13","comment","stanly3092","就是吸華航的奶水，"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 16:20","comment","arnbition","這產業看到一堆人只會幹死了 哪有什麼越多人越賺"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 16:21","comment","ricky525","藉由華航的奶水 在IT跟日本分手 到最後成功股票上市沒有讓IT成為虧損 反而大發財 是個很好的操作"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 16:53","comment","l85","你這樣講在星宇工作的人真的很功德"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 17:02","comment","ru04hj4","砍班也不手軟"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 18:42","comment","BUKU","你覺得少就跳去國外航空啊"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 18:46","comment","kido183","沒人說員工不能跳槽啊 又不是壟斷行業"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 19:25","comment","mengze3084","便宜？"
"Stock","Re: [新聞] 星宇員工不滿年終僅1個月 張國煒「聽到了","https://www.ptt.cc/bbs/Stock/M.1771055972.A.C03.html","2026/02/14 19:59","comment","lucien9999","星宇欠缺的是夠大的經濟規模 這部分需要機隊數量增加到一定規模經營事業不是立即能看到成效 需要一點時間"
